Weather Set Name,Weather Station Name,Date,Min Temp [deg.C],Max Temp [deg.C],Accumulated Precip [mm],Wind Run [km/day],Min RH [%],Max RH [%],Solar Rad [kJ/m2/day],ET Rad,Net Rad,Incoming Rad,Last Modified,Modified By
ARDTWP,T001R19W4,2019/11/02,0.76,8.32,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/03,-1.85,2.75,4.26,,,,,,,,,
ARDTWP,T001R19W4,2019/11/04,-2.86,0.91,1.25,,,,,,,,,
ARDTWP,T001R19W4,2019/11/05,-11.07,-0.38,4.01,,,,,,,,,
ARDTWP,T001R19W4,2019/11/06,-19.88,-8.47,1.63,,,,,,,,,
ARDTWP,T001R19W4,2019/11/07,-11.77,5.06,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/08,2.6,11.27,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/09,-8.66,9.71,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/10,-21.77,-8.93,5.01,,,,,,,,,
ARDTWP,T001R19W4,2019/11/11,-19.94,2.17,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/12,-0.31,5.11,0.88,,,,,,,,,
ARDTWP,T001R19W4,2019/11/13,-1.38,7.67,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/14,-3.51,8.82,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/15,2.73,11.99,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/16,0.38,8.43,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/17,2.83,12.95,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/18,1.43,10.43,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/19,-2.65,2.19,7.76,,,,,,,,,
ARDTWP,T001R19W4,2019/11/20,-11.23,-1.73,2.88,,,,,,,,,
ARDTWP,T001R19W4,2019/11/21,-10,0.63,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/22,-4.92,5.8,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/23,2.15,6.22,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/24,-2.31,5.67,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/25,-7.5,0.66,0,,,,,,,,,
ARDTWP,T001R19W4,2019/11/26,-8.15,-3.75,1.5,,,,,,,,,
ARDTWP,T001R19W4,2019/11/27,-14.35,-6.65,3.26,,,,,,,,,
ARDTWP,T001R19W4,2019/11/28,-19.03,-13.52,1,,,,,,,,,
ARDTWP,T001R19W4,2019/11/29,-23.57,-14.81,0.25,,,,,,,,,
ARDTWP,T001R19W4,2019/11/30,-16,-7.6,0.63,,,,,,,,,
ARDTWP,T001R19W4,2019/12/01,-13.22,1.12,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/02,-2.39,2.55,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/03,0.57,5.18,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/04,-5.09,4.64,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/05,-6.43,0.02,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/06,-4.35,5.17,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/07,-8.31,4.89,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/08,-16.42,-7.3,1.86,,,,,,,,,
ARDTWP,T001R19W4,2019/12/09,-11.91,-1.68,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/10,-11.42,-0.06,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/11,-10.33,0.11,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/12,-12.8,3,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/13,-15.7,-8.93,4.56,,,,,,,,,
ARDTWP,T001R19W4,2019/12/14,-14.17,-3.27,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/15,-12.19,-3.13,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/16,-10.61,-1.21,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/17,-1.84,3.08,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/18,-1.77,2.46,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/19,-4.51,2.88,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/20,-0.84,6.81,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/21,3,8.59,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/22,-4.37,5.87,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/23,-5.04,1.1,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/24,-5.95,1.35,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/25,-9.1,0.03,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/26,-10.58,1.46,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/27,-8.24,0.27,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/28,-10.52,-0.06,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/29,-10.74,-1.49,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/30,-8.01,5.73,0,,,,,,,,,
ARDTWP,T001R19W4,2019/12/31,-0.6,5.31,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/01,-2.66,5.1,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/02,-10.59,2.09,0.17,,,,,,,,,
ARDTWP,T001R19W4,2020/01/03,-6.62,6.03,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/04,-3.75,6.13,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/05,-5.47,2.65,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/06,-6.82,1.47,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/07,-5.56,0.68,1.5,,,,,,,,,
ARDTWP,T001R19W4,2020/01/08,-12.88,3.58,0.33,,,,,,,,,
ARDTWP,T001R19W4,2020/01/09,-19.62,-12.86,1.5,,,,,,,,,
ARDTWP,T001R19W4,2020/01/10,-20.75,-3.59,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/11,-17,-3.04,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/12,-25.35,-16.94,0.67,,,,,,,,,
ARDTWP,T001R19W4,2020/01/13,-28.73,-24.67,0.5,,,,,,,,,
ARDTWP,T001R19W4,2020/01/14,-30.15,-24.88,0.67,,,,,,,,,
ARDTWP,T001R19W4,2020/01/15,-32.53,-24.82,0.33,,,,,,,,,
ARDTWP,T001R19W4,2020/01/16,-30.05,-23.05,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/17,-29.5,-23.3,1.17,,,,,,,,,
ARDTWP,T001R19W4,2020/01/18,-29.55,-11.13,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/19,-11.71,3.01,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/20,-4.8,6.02,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/21,-1.5,5.92,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/22,-4.24,3.79,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/23,-4.73,7.11,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/24,0.71,7.04,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/25,-1.93,6.2,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/26,-4.5,4.97,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/27,-2.15,5.64,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/28,-4.69,6.55,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/29,-4.77,6.76,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/30,-4.18,6.42,0,,,,,,,,,
ARDTWP,T001R19W4,2020/01/31,1.35,10.33,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/01,-0.46,11.05,0.23,,,,,,,,,
ARDTWP,T001R19W4,2020/02/02,-8.49,0.83,0.23,,,,,,,,,
ARDTWP,T001R19W4,2020/02/03,-13.65,-6.73,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/02/04,-14.49,0.23,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/05,-4.76,4.04,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/06,-6.11,3.44,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/07,-7.09,2.3,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/08,-9.99,-1.24,1.35,,,,,,,,,
ARDTWP,T001R19W4,2020/02/09,-12.2,-0.1,1.02,,,,,,,,,
ARDTWP,T001R19W4,2020/02/10,-9.72,-1.63,0.79,,,,,,,,,
ARDTWP,T001R19W4,2020/02/11,-5.77,2.62,1.58,,,,,,,,,
ARDTWP,T001R19W4,2020/02/12,-14.31,-4.15,0.45,,,,,,,,,
ARDTWP,T001R19W4,2020/02/13,-13.76,3.97,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/14,-5.89,1.58,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/15,-7.58,1.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/16,-8.31,1.01,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/02/17,-15.72,-2.02,0.23,,,,,,,,,
ARDTWP,T001R19W4,2020/02/18,-17.48,-7.57,1.35,,,,,,,,,
ARDTWP,T001R19W4,2020/02/19,-16.26,-0.82,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/20,-9.8,5,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/21,-5.81,6.27,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/22,-5.89,6.69,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/23,-5.68,5.86,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/24,-6.09,-1.3,4.85,,,,,,,,,
ARDTWP,T001R19W4,2020/02/25,-11.96,-0.07,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/26,-2.3,4.8,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/27,-2.26,6.48,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/28,1.63,11.36,0,,,,,,,,,
ARDTWP,T001R19W4,2020/02/29,-2.98,7.28,0.9,,,,,,,,,
ARDTWP,T001R19W4,2020/03/01,-8.68,1.57,0.32,,,,,,,,,
ARDTWP,T001R19W4,2020/03/02,-1.68,5.78,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/03,0.65,9.04,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/04,-5,3.44,1.17,,,,,,,,,
ARDTWP,T001R19W4,2020/03/05,-7.18,9.43,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/06,-0.09,12.24,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/07,-12.28,-0.7,0.21,,,,,,,,,
ARDTWP,T001R19W4,2020/03/08,-16.17,3.48,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/03/09,-11.14,2.05,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/10,-7.52,4.17,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/11,-4.66,6.94,1.07,,,,,,,,,
ARDTWP,T001R19W4,2020/03/12,-8.72,0.63,0.64,,,,,,,,,
ARDTWP,T001R19W4,2020/03/13,-17.23,-6.17,4.16,,,,,,,,,
ARDTWP,T001R19W4,2020/03/14,-21.06,-17.09,1.39,,,,,,,,,
ARDTWP,T001R19W4,2020/03/15,-21.14,-12.94,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/16,-17.05,-0.34,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/17,-9.65,-0.61,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/18,-12.23,-4.59,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/19,-12.64,-7.52,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/20,-12.79,0.93,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/21,-8.89,3.39,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/22,-9.23,5.28,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/23,-0.85,8.11,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/24,-5.2,0.32,0.96,,,,,,,,,
ARDTWP,T001R19W4,2020/03/25,-5.96,0.23,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/03/26,-5.5,5.41,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/27,-2.5,7,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/28,0.02,9.56,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/29,0.68,8.97,0,,,,,,,,,
ARDTWP,T001R19W4,2020/03/30,-1.99,10.04,0.64,,,,,,,,,
ARDTWP,T001R19W4,2020/03/31,-12.83,0.05,4.37,,,,,,,,,
ARDTWP,T001R19W4,2020/04/01,-16.24,-12.13,0.74,,,,,,,,,
ARDTWP,T001R19W4,2020/04/02,-17.63,-8.14,0.37,,,,,,,,,
ARDTWP,T001R19W4,2020/04/03,-13.91,1.36,0.12,,,,,,,,,
ARDTWP,T001R19W4,2020/04/04,-9.42,-1.84,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/05,-6.43,4.83,0.49,,,,,,,,,
ARDTWP,T001R19W4,2020/04/06,-3.51,7.89,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/07,-3.39,7.7,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/08,-4.13,5.12,0.25,,,,,,,,,
ARDTWP,T001R19W4,2020/04/09,-5.09,15.46,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/10,-4.36,8.69,3.2,,,,,,,,,
ARDTWP,T001R19W4,2020/04/11,-13.78,-3.92,4.92,,,,,,,,,
ARDTWP,T001R19W4,2020/04/12,-15.71,-4.47,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/13,-11.9,0.41,0.62,,,,,,,,,
ARDTWP,T001R19W4,2020/04/14,-3.72,7.54,0.25,,,,,,,,,
ARDTWP,T001R19W4,2020/04/15,-6.32,1.13,3.08,,,,,,,,,
ARDTWP,T001R19W4,2020/04/16,-5.88,6.04,0.98,,,,,,,,,
ARDTWP,T001R19W4,2020/04/17,0.62,12.75,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/18,-1.33,3.5,2.21,,,,,,,,,
ARDTWP,T001R19W4,2020/04/19,-2.19,13.43,0.25,,,,,,,,,
ARDTWP,T001R19W4,2020/04/20,2.49,16.78,0.12,,,,,,,,,
ARDTWP,T001R19W4,2020/04/21,5.27,18.5,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/22,3.09,15.69,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/23,3.95,14.34,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/24,-0.52,14.31,0.25,,,,,,,,,
ARDTWP,T001R19W4,2020/04/25,1.24,15.2,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/26,2.72,15.17,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/27,3.35,16.37,3.45,,,,,,,,,
ARDTWP,T001R19W4,2020/04/28,1.23,16.55,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/29,5.63,21.45,0,,,,,,,,,
ARDTWP,T001R19W4,2020/04/30,9.95,20.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/01,3.32,15.06,1.5,,,,,,,,,
ARDTWP,T001R19W4,2020/05/02,2.05,19.27,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/03,2.38,13.27,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/05/04,-1.11,11.81,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/05,-1.34,16.25,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/06,2.41,15.93,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/05/07,4.38,16.9,4.61,,,,,,,,,
ARDTWP,T001R19W4,2020/05/08,2,8.24,0.86,,,,,,,,,
ARDTWP,T001R19W4,2020/05/09,0.2,12.44,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/10,-0.29,7.27,0.54,,,,,,,,,
ARDTWP,T001R19W4,2020/05/11,0.74,7.97,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/12,-0.66,6.34,1.72,,,,,,,,,
ARDTWP,T001R19W4,2020/05/13,-0.98,12.38,3.11,,,,,,,,,
ARDTWP,T001R19W4,2020/05/14,3.56,19.33,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/15,0.59,17.55,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/16,3.75,20.96,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/17,5.6,20.09,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/18,7.12,19.56,0.64,,,,,,,,,
ARDTWP,T001R19W4,2020/05/19,7.82,16.31,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/05/20,7.31,10.16,18.13,,,,,,,,,
ARDTWP,T001R19W4,2020/05/21,4.56,10.14,34,,,,,,,,,
ARDTWP,T001R19W4,2020/05/22,2.76,13.66,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/23,0.51,14.33,3.43,,,,,,,,,
ARDTWP,T001R19W4,2020/05/24,3.85,18.4,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/25,6.33,19.81,0.64,,,,,,,,,
ARDTWP,T001R19W4,2020/05/26,6.32,20.26,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/05/27,5.27,17.02,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/28,3.53,21.23,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/29,9.88,24.36,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/30,10.26,26.84,0,,,,,,,,,
ARDTWP,T001R19W4,2020/05/31,10.13,21.69,0.11,,,,,,,,,
ARDTWP,T001R19W4,2020/06/01,7.46,19.7,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/02,6.14,21.31,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/03,7.75,20.58,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/04,5.77,17.34,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/05,2.83,21.16,5.54,,,,,,,,,
ARDTWP,T001R19W4,2020/06/06,8.23,17.4,2.61,,,,,,,,,
ARDTWP,T001R19W4,2020/06/07,6.7,12.34,0.52,,,,,,,,,
ARDTWP,T001R19W4,2020/06/08,5.08,12.63,12.95,,,,,,,,,
ARDTWP,T001R19W4,2020/06/09,3.8,16.18,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/10,7.08,20.56,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/11,7.64,22.72,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/12,9.91,28.68,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/13,8.79,22.57,5.95,,,,,,,,,
ARDTWP,T001R19W4,2020/06/14,6.57,16.58,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/15,6.84,15.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/16,4.08,17.15,7,,,,,,,,,
ARDTWP,T001R19W4,2020/06/17,7.35,13.91,4.49,,,,,,,,,
ARDTWP,T001R19W4,2020/06/18,7.25,15.51,6.48,,,,,,,,,
ARDTWP,T001R19W4,2020/06/19,7.57,19.53,1.36,,,,,,,,,
ARDTWP,T001R19W4,2020/06/20,9.44,23.39,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/21,11.77,23.26,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/22,9.43,24.69,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/23,13.22,27.66,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/24,11.2,24.67,1.98,,,,,,,,,
ARDTWP,T001R19W4,2020/06/25,11.05,24.13,2.72,,,,,,,,,
ARDTWP,T001R19W4,2020/06/26,12.27,27.93,0,,,,,,,,,
ARDTWP,T001R19W4,2020/06/27,9.55,20.57,1.25,,,,,,,,,
ARDTWP,T001R19W4,2020/06/28,7.74,12.49,1.25,,,,,,,,,
ARDTWP,T001R19W4,2020/06/29,9.03,12.56,24.23,,,,,,,,,
ARDTWP,T001R19W4,2020/06/30,9.13,14.03,33.84,,,,,,,,,
ARDTWP,T001R19W4,2020/07/01,7.94,17.64,0.29,,,,,,,,,
ARDTWP,T001R19W4,2020/07/02,6.1,17.79,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/03,4.36,25.31,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/04,9.66,23.54,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/05,6.16,22.2,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/06,8.64,24.33,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/07,9.4,19.95,14.87,,,,,,,,,
ARDTWP,T001R19W4,2020/07/08,7.61,17.14,2,,,,,,,,,
ARDTWP,T001R19W4,2020/07/09,6.19,23.46,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/10,11,22.14,0.29,,,,,,,,,
ARDTWP,T001R19W4,2020/07/11,8.55,26.78,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/12,9.81,22.49,0.57,,,,,,,,,
ARDTWP,T001R19W4,2020/07/13,6.09,19.08,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/14,6.32,21.68,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/15,9.86,24.39,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/16,9.38,27.39,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/17,10.72,22.96,0.86,,,,,,,,,
ARDTWP,T001R19W4,2020/07/18,8.82,23.48,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/19,9.25,23.02,0.86,,,,,,,,,
ARDTWP,T001R19W4,2020/07/20,9.39,21.64,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/21,10.34,27.91,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/22,13.3,31.31,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/23,14.79,29.11,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/24,8.19,25.49,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/25,5,21.78,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/26,6.91,23.93,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/27,8.89,29.9,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/28,13.07,31.35,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/29,14.93,30.65,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/30,12.47,27.83,0,,,,,,,,,
ARDTWP,T001R19W4,2020/07/31,13.13,30.17,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/01,14.12,31.68,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/02,13.38,32.06,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/03,10.77,29.43,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/04,8.4,27.78,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/05,10.1,30.87,0.08,,,,,,,,,
ARDTWP,T001R19W4,2020/08/06,11.98,30.77,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/07,8.96,21.01,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/08,8.86,22.16,0.16,,,,,,,,,
ARDTWP,T001R19W4,2020/08/09,4.85,21.21,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/10,7.55,27.52,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/11,7.52,27.76,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/12,10.93,21.59,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/13,6.65,22.12,0.08,,,,,,,,,
ARDTWP,T001R19W4,2020/08/14,7.96,24.22,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/15,11.48,28.95,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/16,9.17,32.63,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/17,15,33.89,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/18,13.86,32.26,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/19,16.31,31.64,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/20,11.86,28.85,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/21,9.88,30.6,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/22,11.64,27,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/23,7.24,28.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/24,8.2,32.03,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/25,8.17,28.86,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/26,7.2,26.58,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/27,8.57,21.35,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/28,6.4,27.82,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/29,6.85,25.75,0,,,,,,,,,
ARDTWP,T001R19W4,2020/08/30,2.82,17.77,6.1,,,,,,,,,
ARDTWP,T001R19W4,2020/08/31,4.76,18.53,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/01,12.13,25.66,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/02,6.66,22.99,0.12,,,,,,,,,
ARDTWP,T001R19W4,2020/09/03,4.3,25.53,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/04,7.43,29.91,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/05,11.26,31.92,0.12,,,,,,,,,
ARDTWP,T001R19W4,2020/09/06,6.5,14.99,13.14,,,,,,,,,
ARDTWP,T001R19W4,2020/09/07,0.99,8.74,14.65,,,,,,,,,
ARDTWP,T001R19W4,2020/09/08,-0.57,17.4,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/09,6.3,22.71,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/10,6.47,25.61,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/11,9.18,28.6,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/12,6.42,27.1,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/13,4.1,18.24,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/14,4.48,12.53,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/15,2.99,16.71,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/16,3.41,22.64,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/17,6.77,21.97,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/18,7.12,24.18,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/19,10.21,19.24,0.47,,,,,,,,,
ARDTWP,T001R19W4,2020/09/20,9.14,19.53,0.35,,,,,,,,,
ARDTWP,T001R19W4,2020/09/21,6.13,22.11,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/22,5.29,12.47,0.12,,,,,,,,,
ARDTWP,T001R19W4,2020/09/23,5.21,22.56,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/24,7.19,19.34,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/25,3.87,15.18,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/26,4.6,14.55,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/27,2.49,15.27,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/28,4.28,24.38,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/29,6.38,24.91,0,,,,,,,,,
ARDTWP,T001R19W4,2020/09/30,2.72,14.87,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/01,1.59,23.23,0,,,,,,,,,
ARDTWP,T001R19W4,2020/10/02,4.98,21.11,0,,,,,,,,,
